"AgentNo","x","y","Lat","Sharpness","Valence","No_of_Shares","Share","Group","memory x1","memory y1","memory x2","memory y2","memory x3","memory y3","memory x4","memory y4","memory x5","memory y5","memory x6","memory y6","memory x7","memory y7","memory x8","memory y8","memory x9","memory y9","memory x10","memory y10","memory x11","memory y11","memory x12","memory y12","memory x13","memory y13","memory x14","memory y14","memory x15","memory y15","memory x16","memory y16","memory x17","memory y17","memory x18","memory y18","memory x19","memory y19","memory x20","memory y20"
1,-0.201322376901435,-0.0995933154261089,0.5,5,0.224609723562467,0,1.88878396106884,"A",0.186477439012378,0.211123941000551,-0.0876621073111892,-0.403905139304698,-0.324959299061447,-0.583954172208905,0.0104693369939923,-0.449923693668097,-0.292745144572109,0.241809683851898,-0.566847137641162,-0.0895649162121117,-0.273324849549681,-0.101023947820067,-0.698583052493632,-0.412956896238029,-0.156200977042317,-0.157192129641771,0.161412269808352,-0.0361692607402802,0.0180024937726557,0.0148539864458144,-0.39239160111174,0.214343801606447,-0.173403130844235,-0.333213605452329,-0.680241321213543,0.0544547541067004,-0.0282976301386952,-0.0404780507087708,-0.573712915182114,0.663696604315192,-0.147123594302684,-0.347499346826226,-0.0903647444210947,-0.299644357524812,0.47221204105462,-0.48127337617497,-0.389163613785058,0.344649812672287
2,0.478774454440694,-0.586673826138262,0.5,5,0.757239167304948,0,0.364925334230065,"B",0.650667299516499,-0.692913953214884,0.213609446043148,-1.07416263289563,0.483957699965686,-0.232046174351126,0.785303632263094,-0.608546033501625,0.850437024608254,-0.35299564525485,0.811301015783101,-0.735004248097539,0.551084029488266,-0.471376301720738,-0.083856507204473,-0.696191971655935,0.472655274905264,-0.0878283679485321,0.730016527037101,-0.614194711941259,0.0104693369939923,-0.449923693668097,-0.203848930541426,-0.746423956938088,0.513791225384921,-0.721752859652042,0.598696590401232,-0.696074126288295,0.942827007267624,-0.210584231652319,0.47221204105462,-0.48127337617497,0.712949114385992,-0.709735893644392,0.202677206136286,-0.421361410990357,0.566727955480483,-0.827180863012937,0.293812099844217,-0.903906070161611
3,0.168933470489022,-0.401624478527841,0.5,5,0.435707171394075,0,1.00142407556996,"B",0.874393911100924,-0.053217307664454,0.41265669092536,-0.695179341826588,-0.083856507204473,-0.696191971655935,-0.194910588208586,-0.234324652235955,-0.630595108028501,-0.381316045299172,0.762066818333629,-0.532901824477527,0.656530091746926,-0.780976547601848,-0.101965869311243,-0.387305049691349,-0.686601224821061,-0.491446311585605,-0.0266466024331748,0.148720582015812,-0.0282976301386952,-0.0404780507087708,0.494718725793064,-0.339856110047549,0.0180024937726557,0.0148539864458144,0.238140392582864,-0.952667406760156,0.32444158801809,-0.777403674088418,0.114569667726755,-0.909286214504391,0.580183253157884,-0.205374502111226,0.483957699965686,-0.232046174351126,0.0104693369939923,-0.449923693668097,0.161412269808352,-0.0361692607402802
4,-0.216830654116347,-0.393115088692866,0.5,5,0.448948778283807,0,0.679679168853909,"B",-0.390507410746068,-0.241094627417624,-0.0876621073111892,-0.403905139304698,-0.630595108028501,-0.381316045299172,-0.415843279566616,-0.542181910015643,0.377115088049322,-0.159394243732095,-0.083856507204473,-0.696191971655935,-0.11539899604395,0.321262536104769,-0.324959299061447,-0.583954172208905,-0.156200977042317,-0.157192129641771,-0.0903647444210947,-0.299644357524812,-0.371826653834432,-0.70120387757197,-0.727578249759972,-0.251189100556076,0.0104693369939923,-0.449923693668097,-0.147123594302684,-0.347499346826226,-0.566847137641162,-0.0895649162121117,-0.0975735033862293,-0.820900643710047,-0.194910588208586,-0.234324652235955,0.114569667726755,-0.909286214504391,-0.0425680037587881,-0.716489679645747,-0.394951014779508,-0.198307588230819
5,-0.0812413389176987,0.0180283998058252,0.5,5,0.0832176564720436,0,1.24965692684054,"H",-0.0715975593775511,-0.452766850590706,-0.513842776113972,-0.502525183534101,0.112537052948028,0.316735931672156,-0.194910588208586,-0.234324652235955,0.49741795193404,-0.103563514538109,-0.0957014821469784,0.882430803962052,-0.324959299061447,-0.583954172208905,-0.132579261437058,0.0954163037240505,0.0464042657986283,-0.118899314664304,-0.571762804873288,0.0811035945080221,-0.0698650302365422,0.328129067551345,0.0104693369939923,-0.449923693668097,-0.11539899604395,0.321262536104769,-0.0876621073111892,-0.403905139304698,0.40542873647064,0.167680095415562,0.129454374779016,0.60333251953125,0.311461323406547,0.0257682106457651,-0.156200977042317,-0.157192129641771,-0.413011528085917,0.786858210805804,-0.390507410746068,-0.241094627417624
6,-0.191350390715525,-0.0347542819334194,0.5,5,0.194480930015494,0,0.861555873416364,"A",0.112537052948028,0.316735931672156,0.49741795193404,-0.103563514538109,-0.132579261437058,0.0954163037240505,0.255799743812531,0.700324857141823,-0.213995637372136,-0.303334334865212,-0.0282976301386952,-0.0404780507087708,-0.156200977042317,-0.157192129641771,-0.11539899604395,0.321262536104769,-0.0698650302365422,0.328129067551345,-0.571762804873288,0.0811035945080221,-0.877427028026432,-0.246780293993652,-0.313765610102564,0.125283996108919,-0.292745144572109,0.241809683851898,-0.389163613785058,0.344649812672287,-0.083856507204473,-0.696191971655935,-0.0876621073111892,-0.403905139304698,-0.194910588208586,-0.234324652235955,-0.394951014779508,-0.198307588230819,-0.698583052493632,-0.412956896238029,-0.0715975593775511,-0.452766850590706
7,-0.137995029473677,-0.0641764000291005,0.5,5,0.152188168003088,0,0.609085489064455,"D",-0.156200977042317,-0.157192129641771,0.112537052948028,0.316735931672156,0.170764025766402,-0.319121866952628,-0.287722564302385,-0.518862403929234,-0.923714565578848,-0.600076611619443,-0.0876621073111892,-0.403905139304698,-0.390507410746068,-0.241094627417624,-0.331609542481601,-0.00252003315836191,-0.698583052493632,-0.412956896238029,-0.132579261437058,0.0954163037240505,0.186477439012378,0.211123941000551,-0.389163613785058,0.344649812672287,-0.39239160111174,0.214343801606447,0.720931134186685,0.823439448606223,0.354636481497437,-0.5843092543073,0.888303538784385,-0.0723823239095509,-0.273324849549681,-0.101023947820067,-0.566847137641162,-0.0895649162121117,0.0104693369939923,-0.449923693668097,-0.573712915182114,0.663696604315192
8,0.276316062879121,0.0770415596930784,0.5,5,0.286855309389526,0,0.0180478352122009,"D",0.888303538784385,-0.0723823239095509,0.623235808219761,0.00527208810672164,0.630747732706368,0.256706870626658,0.730251768464008,0.58695075041593,-0.156200977042317,-0.157192129641771,-0.132579261437058,0.0954163037240505,0.533134021330625,0.273141221608967,-0.11539899604395,0.321262536104769,0.47221204105462,-0.48127337617497,0.223653126042336,0.0763976303860545,-0.0302817090414464,0.0519870170392096,0.186477439012378,0.211123941000551,0.483957699965686,-0.232046174351126,0.129454374779016,0.60333251953125,0.206106920260936,0.481256436556578,0.0104693369939923,-0.449923693668097,-0.0282976301386952,-0.0404780507087708,0.40542873647064,0.167680095415562,0.294883261434734,0.162721398752183,0.170764025766402,-0.319121866952628
9,-0.186599271651357,-0.142891012993641,0.5,5,0.235025806615286,0,0.409054602961987,"G",-0.132579261437058,0.0954163037240505,-0.389163613785058,0.344649812672287,0.472655274905264,-0.0878283679485321,-0.0715975593775511,-0.452766850590706,0.115409255493432,-0.351121217943728,-0.0665976395830512,-0.511943898163736,-0.723555631469935,-0.0864809071645141,-0.273324849549681,-0.101023947820067,0.0104693369939923,-0.449923693668097,-0.287722564302385,-0.518862403929234,0.186477439012378,0.211123941000551,-0.571762804873288,0.0811035945080221,-0.752220769412816,0.00621206359937787,-0.242790561169386,0.135228274855763,-0.156200977042317,-0.157192129641771,0.206106920260936,0.481256436556578,-0.566847137641162,-0.0895649162121117,-0.0282976301386952,-0.0404780507087708,0.238140392582864,-0.952667406760156,-0.698583052493632,-0.412956896238029
10,-0.153260103202138,-0.0930544060270228,0.5,5,0.179298024848496,0,1.82783260149881,"F",0.331130649894476,-0.172681661788374,-0.156200977042317,-0.157192129641771,0.317638535052538,0.414317951072007,-0.15001396369189,-0.31424335995689,0.472655274905264,-0.0878283679485321,-0.321585615165532,0.413059367332608,0.0104693369939923,-0.449923693668097,-0.21097513101995,-0.694576879497617,0.170764025766402,-0.319121866952628,-0.680241321213543,0.0544547541067004,-0.513842776113972,-0.502525183534101,-0.275173988193274,-0.584715437144041,-0.273324849549681,-0.101023947820067,0.40542873647064,0.167680095415562,-0.242790561169386,0.135228274855763,-0.704357630107552,-0.101337355561554,-0.132579261437058,0.0954163037240505,-0.292745144572109,0.241809683851898,-0.252610266208649,0.191680248826742,-0.566847137641162,-0.0895649162121117
