"AgentNo","x","y","Lat","Sharpness","Valence","No_of_Shares","Share","Group","memory x1","memory y1","memory x2","memory y2","memory x3","memory y3","memory x4","memory y4","memory x5","memory y5","memory x6","memory y6","memory x7","memory y7","memory x8","memory y8","memory x9","memory y9","memory x10","memory y10","memory x11","memory y11","memory x12","memory y12","memory x13","memory y13","memory x14","memory y14","memory x15","memory y15","memory x16","memory y16","memory x17","memory y17","memory x18","memory y18","memory x19","memory y19","memory x20","memory y20"
1,-0.285673877044404,0.459740694445183,0.3,5,0.54126802062797,0,1.88878396106884,"A",-0.0348619360321131,0.476585744569737,-0.497498951502676,0.339627382624495,-0.497498951502676,0.339627382624495,-0.0344980494196456,0.43162903319272,-0.500989727632565,0.435029371248981,-0.497498951502676,0.339627382624495,-0.500989727632565,0.435029371248981,-0.500989727632565,0.435029371248981,-0.0173194917860578,0.585337018486606,-0.500989727632565,0.435029371248981,-0.500989727632565,0.435029371248981,-0.0173194917860578,0.585337018486606,-0.0173194917860578,0.585337018486606,-0.0348619360321131,0.476585744569737,-0.500989727632565,0.435029371248981,-0.0348619360321131,0.476585744569737,-0.00819181678920493,0.588364418814452,-0.500989727632565,0.435029371248981,-0.0173194917860578,0.585337018486606,-0.497498951502676,0.339627382624495
2,0.584917484216884,-0.511781022371161,0.3,5,0.789914347081599,400,0.364925334230065,"B",0.643685672726315,-0.549010775773979,0.729924319648362,-0.567857314494703,0.611426748190857,-0.605939248339123,0.64968543501086,-0.611174603286008,0.64968543501086,-0.611174603286008,0.49725905782925,-0.39948048876049,0.638505155998738,-0.559943537695849,0.631099510294747,-0.550456495488271,0.511595744548542,-0.400721139113595,0.635949828198875,-0.621576223059321,0.442207406705041,-0.443406410014053,0.504691374934372,-0.402130395922903,0.504691374934372,-0.402130395922903,0.6369736388675,-0.553523371174162,0.504691374934372,-0.402130395922903,0.64968543501086,-0.611174603286008,0.511595744548542,-0.400721139113595,0.611426748190857,-0.605939248339123,0.49725905782925,-0.39948048876049,0.636310620925116,-0.537649569669725
3,0.373395267979068,0.545902179280937,0.3,5,0.668191146914463,0,1.00142407556996,"B",0.342247898517788,0.517975355093047,0.382811382637334,0.568493538951476,0.342247898517788,0.517975355093047,0.342247898517788,0.517975355093047,0.524238928171954,0.555387808892093,0.382811382637334,0.568493538951476,0.50866267840674,0.552722057433034,0.254827699881134,0.577299257601698,0.342247898517788,0.517975355093047,0.254827699881134,0.577299257601698,0.524238928171954,0.555387808892093,0.361420409791156,0.563956311221685,0.342247898517788,0.517975355093047,0.342247898517788,0.517975355093047,0.254827699881134,0.577299257601698,0.375044746375035,0.56484470857945,0.342247898517788,0.517975355093047,0.524238928171954,0.555387808892093,0.381971687432198,0.55766939025587,0.342247898517788,0.517975355093047
4,0.641577586389759,-0.554680518890048,0.3,5,0.837429964426577,248,0.679679168853909,"B",0.64968543501086,-0.611174603286008,0.640251858663399,-0.560288733820933,0.635949828198875,-0.621576223059321,0.62947818697686,-0.608067181266608,0.729924319648362,-0.567857314494703,0.611426748190857,-0.605939248339123,0.64968543501086,-0.611174603286008,0.62947818697686,-0.608067181266608,0.729924319648362,-0.567857314494703,0.64968543501086,-0.611174603286008,0.64968543501086,-0.611174603286008,0.729924319648362,-0.567857314494703,0.729924319648362,-0.567857314494703,0.511595744548542,-0.400721139113595,0.592037760338701,-0.522930173214821,0.729924319648362,-0.567857314494703,0.511595744548542,-0.400721139113595,0.59419095358968,-0.513976569733613,0.49725905782925,-0.39948048876049,0.729924319648362,-0.567857314494703
5,0.146668042647816,-0.65997550776391,0.3,5,0.67539048522318,0,1.24965692684054,"H",0.0954242130020738,-0.675554577079906,0.138958836896089,-0.645853470187693,0.0948866743317713,-0.674942608090304,0.166966250328062,-0.691960338851152,0.109213319288952,-0.677571617618988,0.100287654146811,-0.663727560920967,0.166966250328062,-0.691960338851152,-0.0471417302032933,-0.71902825369034,0.166966250328062,-0.691960338851152,0.166966250328062,-0.691960338851152,0.127886234730808,-0.661134667358495,0.124713127407417,-0.671217580183868,0.109869469744622,-0.663090659162443,0.658554762812422,-0.370603272808806,0.116320076665278,-0.68187882768365,0.189658738838858,-0.655390676835902,-0.0591610637726262,-0.686528690019622,0.189658738838858,-0.655390676835902,0.15142534385309,-0.644658277562104,0.164941455062948,-0.685097383834608
6,0.163956054534241,0.554766649721254,0.3,5,0.579228353671753,0,0.861555873416364,"A",-0.0173194917860578,0.585337018486606,-0.0141073954302023,0.585142362662153,-0.0173194917860578,0.585337018486606,-0.0348619360321131,0.476585744569737,-0.0173194917860578,0.585337018486606,0.411672264067662,0.646952078081873,-0.0348619360321131,0.476585744569737,0.388859293647418,0.578242739234427,0.364628028828109,0.569970125826465,0.364628028828109,0.569970125826465,0.364628028828109,0.569970125826465,-0.0348619360321131,0.476585744569737,0.411672264067662,0.646952078081873,0.0775128919631243,0.543669288977981,-0.0348619360321131,0.476585744569737,0.411672264067662,0.646952078081873,0.388859293647418,0.578242739234427,-0.0348619360321131,0.476585744569737,0.364628028828109,0.569970125826465,-0.0292637451396253,0.450359348456103
7,-0.573573087904524,-0.554470132950382,0.3,5,0.797761377544905,399,0.609085489064455,"D",-0.517978204999214,-0.549137372968814,-0.557282738704893,-0.503465438811767,-0.557282738704893,-0.503465438811767,-0.532791533894564,-0.512611781913514,-0.559760007773163,-0.509823709468926,-0.744325190271217,-0.761053957697901,-0.517978204999214,-0.549137372968814,-0.564758976721214,-0.499729302604692,-0.559760007773163,-0.509823709468926,-0.517978204999214,-0.549137372968814,-0.532791533894564,-0.512611781913514,-0.557282738704893,-0.503465438811767,-0.532791533894564,-0.512611781913514,-0.744325190271217,-0.761053957697901,-0.517978204999214,-0.549137372968814,-0.559760007773163,-0.509823709468926,-0.532791533894564,-0.512611781913514,-0.559760007773163,-0.509823709468926,-0.559760007773163,-0.509823709468926,-0.744325190271217,-0.761053957697901
8,0.685410964266409,-0.458804663996923,0.3,5,0.827050700981021,400,0.0180478352122009,"D",0.702771898833167,-0.520534950270381,0.707814055305492,-0.392950834214274,0.707814055305492,-0.392950834214274,0.702771898833167,-0.520534950270381,0.707814055305492,-0.392950834214274,0.707814055305492,-0.392950834214274,0.707814055305492,-0.392950834214274,0.684267187398951,-0.514321325068455,0.707814055305492,-0.392950834214274,0.702771898833167,-0.520534950270381,0.621368133449272,-0.477364959810206,0.702771898833167,-0.520534950270381,0.702771898833167,-0.520534950270381,0.702771898833167,-0.520534950270381,0.707814055305492,-0.392950834214274,0.607803655433229,-0.462017279997229,0.621368133449272,-0.477364959810206,0.684267187398951,-0.514321325068455,0.69644707461179,-0.379472929251499,0.621368133449272,-0.477364959810206
9,0.194648078985671,-0.365724182381207,0.3,5,0.402464850274252,34,0.409054602961987,"G",0.26022488412552,-0.464341603660723,0.388118576700799,-0.101606510346755,-0.171766396611929,-0.58580597769469,0.184134878078476,-0.351685011340305,0.132830867141225,-0.312710323527195,0.162575663833048,-0.37379208089795,0.26022488412552,-0.464341603660723,0.270507062155686,-0.425665366252817,0.26022488412552,-0.464341603660723,0.161283310549468,-0.376767968290399,0.15454462436643,-0.346984212435083,0.189417171132838,-0.371794398675428,0.119486135495483,-0.315618122852995,0.159682327858172,-0.363459966843948,0.270507062155686,-0.425665366252817,0.146214946519111,-0.401860508759029,0.195917739719152,-0.341176558542065,0.179806478233443,-0.370233436729915,0.409344152151607,-0.0931730603566393,0.159682327858172,-0.363459966843948
10,-0.403232004850752,-0.491211935306083,0.3,5,0.635519641807477,0,1.82783260149881,"F",-0.586889431379588,-0.451399427243361,-0.269717720906163,-0.735903705201025,-0.254147339115445,-0.746570000067879,-0.382464593369514,-0.28922975230962,-0.262365597199243,-0.748976464654844,-0.382464593369514,-0.28922975230962,-0.611386181773471,-0.457235894408861,-0.382464593369514,-0.28922975230962,-0.611386181773471,-0.457235894408861,-0.171766396611929,-0.58580597769469,-0.382464593369514,-0.28922975230962,-0.611386181773471,-0.457235894408861,-0.611386181773471,-0.457235894408861,-0.37628079901915,-0.302324935561046,-0.586889431379588,-0.451399427243361,-0.269717720906163,-0.735903705201025,-0.390972227882594,-0.3140564275207,-0.283878399558278,-0.730236296482297,-0.254147339115445,-0.746570000067879,-0.382464593369514,-0.28922975230962
