"AgentNo","x","y","Lat","Sharpness","Valence","No_of_Shares","Share","Group","memory x1","memory y1","memory x2","memory y2","memory x3","memory y3","memory x4","memory y4","memory x5","memory y5","memory x6","memory y6","memory x7","memory y7","memory x8","memory y8","memory x9","memory y9","memory x10","memory y10","memory x11","memory y11","memory x12","memory y12","memory x13","memory y13","memory x14","memory y14","memory x15","memory y15","memory x16","memory y16","memory x17","memory y17","memory x18","memory y18","memory x19","memory y19","memory x20","memory y20"
1,0.303845617700023,-0.420710013389177,0.7,5,0.518959608024969,0,1.88878396106884,"A",-0.315125280991197,-0.534934156108648,0.30431541102007,-0.727564259432256,0.105285957287373,-0.747207515239091,0.944335367064923,-0.402431279420853,0.187508008129554,-0.619489454351025,0.451644055079669,-0.471620615571737,-0.228835458401591,-0.756744753103703,0.726568662999354,-0.130463865557842,0.436328437179327,-0.430893321987242,0.0869677814308805,-0.81203357247899,0.286418583244085,-0.722824648022652,0.140598469354143,-0.201119692470809,0.303131877444685,-0.41621849546209,-0.0181427705101669,0.241988820489496,0.40467478800565,-0.92639396013692,0.414993682057315,0.178629992642158,0.666175086516887,-0.654712678398937,0.129301724024117,-0.12758885556832,0.214563587214798,0.433785803150386,0.836204385850579,-0.586363760754466
2,-0.0808881351864075,0.0894143981947527,0.7,5,0.120572903334308,0,0.364925334230065,"B",-0.0802034963853657,0.083030937705189,-0.562846161890775,-0.197075804695487,-0.628418217413127,0.21757944393903,-0.297469083600411,0.236602799881914,0.187508008129554,-0.619489454351025,0.326173329725862,-0.138020968530327,-0.886737485881895,0.314193535130471,-0.599661643151194,0.0750409145839512,-0.608424177858979,0.276675714179873,-0.12617486808449,0.415034554433078,0.40467478800565,-0.92639396013692,0.0669041434302926,0.652791078668088,-0.0634056432172656,0.706294865347445,0.129301724024117,-0.12758885556832,0.519747518934309,0.192497984971851,0.451644055079669,-0.471620615571737,-0.71915087993737,-0.104849398653169,0.0279090497642756,0.541274151299149,0.753913022112101,0.124857201706618,0.086953314486891,0.537453839555383
3,0.15715117435561,-0.408415346650509,0.7,5,0.43760665783441,0,1.00142407556996,"B",-0.145991141442209,-0.151345768477768,0.538936608470976,-0.714932134840637,-0.315125280991197,-0.534934156108648,0.133122595704187,-0.885827516417046,-0.297469083600411,0.236602799881914,0.447576939241093,-0.38077261962096,0.519747518934309,0.192497984971851,0.129301724024117,-0.12758885556832,0.397894709028519,-0.267557155929721,0.267600701994914,0.170040466230083,0.30431541102007,-0.727564259432256,0.286418583244085,-0.722824648022652,-0.705287632066756,-0.491059371270239,0.0869677814308805,-0.81203357247899,0.40467478800565,-0.92639396013692,0.450297028757632,-0.775074943434447,-0.228835458401591,-0.756744753103703,0.471032800618559,-0.013633499853313,-0.0819851709529757,-0.853430087212473,0.479830064092341,0.374269117814067
4,0.0612505015333086,-0.510934330511177,0.7,5,0.514592570907301,0,0.679679168853909,"B",-0.0319276880472898,-0.125317103229463,0.214563587214798,0.433785803150386,0.206256600562483,-0.817704837303609,0.286418583244085,-0.722824648022652,0.105285957287373,-0.747207515239091,0.471032800618559,-0.013633499853313,0.187508008129554,-0.619489454351025,0.666175086516887,-0.654712678398937,0.129301724024117,-0.12758885556832,-0.275726332794875,-0.852807430084795,-0.312667020596564,-0.528591980691999,0.30431541102007,-0.727564259432256,-0.315849060658365,-0.517991263885051,-0.00295044155791402,-0.544725129846483,-0.177161610219628,-0.498430905397981,0.413948696572334,-0.377398720942438,0.277958792634308,-0.572111720219254,0.0869677814308805,-0.81203357247899,-0.228835458401591,-0.756744753103703,-0.779605386313051,-0.635594085324556
5,0.258511080072568,-0.200806113603832,0.7,5,0.327339386235388,0,1.24965692684054,"H",-0.450766501482576,0.489423911087215,0.519747518934309,0.192497984971851,0.187508008129554,-0.619489454351025,0.303131877444685,-0.41621849546209,-0.0181427705101669,0.241988820489496,0.0669041434302926,0.652791078668088,0.133122595704187,-0.885827516417046,0.346305330749601,-0.0643319059163332,0.140598469354143,-0.201119692470809,0.831210835371166,-0.450625974684954,0.286418583244085,-0.722824648022652,0.56582551728934,-0.722886805888265,-0.315125280991197,-0.534934156108648,-0.173774727620184,0.642848276067525,0.944335367064923,-0.402431279420853,0.129301724024117,-0.12758885556832,0.450297028757632,-0.775074943434447,0.471032800618559,-0.013633499853313,0.30431541102007,-0.727564259432256,0.447975670918822,0.428879143670201
6,0.153012961844724,-0.0894269230047206,0.7,5,0.177229063786353,0,0.861555873416364,"A",0.417514383792877,-0.286345998290926,0.867272784467787,0.16145173786208,0.519747518934309,0.192497984971851,-0.0181427705101669,0.241988820489496,0.346305330749601,-0.0643319059163332,0.129301724024117,-0.12758885556832,-0.562071080319583,-0.308799900580198,0.447975670918822,0.428879143670201,0.326173329725862,-0.138020968530327,-0.312667020596564,-0.528591980691999,0.140598469354143,-0.201119692470809,0.471032800618559,-0.013633499853313,0.286418583244085,-0.722824648022652,-0.767598570790142,0.170016307383776,0.214563587214798,0.433785803150386,0.753913022112101,0.124857201706618,0.19955619238317,-0.0367322540841997,0.451644055079669,-0.471620615571737,-0.705287632066756,-0.491059371270239,-0.145991141442209,-0.151345768477768
7,-0.149898960442652,-0.190204709376319,0.7,5,0.242172520758896,0,0.609085489064455,"D",-0.71915087993737,-0.104849398653169,-0.695865364745259,-0.00948434974998236,0.140598469354143,-0.201119692470809,0.326173329725862,-0.138020968530327,-0.535829381551594,0.498945711646229,0.214563587214798,0.433785803150386,-0.705287632066756,-0.491059371270239,-0.297469083600411,0.236602799881914,0.56582551728934,-0.722886805888265,-0.145991141442209,-0.151345768477768,-0.275726332794875,-0.852807430084795,0.836204385850579,-0.586363760754466,-0.0802034963853657,0.083030937705189,-0.790182963944972,0.187105905730277,-0.312667020596564,-0.528591980691999,0.471032800618559,-0.013633499853313,-0.228835458401591,-0.756744753103703,-0.315125280991197,-0.534934156108648,-0.447092820890248,0.393001719843596,-0.00295044155791402,-0.544725129846483
8,-0.0380032094458153,0.0948289577180554,0.7,5,0.102160536167716,0,0.0180478352122009,"D",0.214563587214798,0.433785803150386,-0.0802034963853657,0.083030937705189,0.447975670918822,0.428879143670201,0.086953314486891,0.537453839555383,-0.257097717374563,-0.112190169747919,-0.628418217413127,0.21757944393903,0.451644055079669,-0.471620615571737,0.305855917278677,-0.216374502982944,-0.790182963944972,0.187105905730277,-0.447092820890248,0.393001719843596,-0.0181427705101669,0.241988820489496,0.139518151991069,-0.387537199538201,0.519747518934309,0.192497984971851,-0.7299963850528,-0.0351738575845957,0.383016641251743,0.997318122535944,0.862130304332823,0.0338745578192174,-0.767598570790142,0.170016307383776,-0.562846161890775,-0.197075804695487,-0.0304887155070901,-0.398861589841545,0.140598469354143,-0.201119692470809
9,0.119684677206395,-0.360439950189037,0.7,5,0.379791231665865,0,0.409054602961987,"G",0.0869677814308805,-0.81203357247899,0.726568662999354,-0.130463865557842,-0.0802034963853657,0.083030937705189,0.129301724024117,-0.12758885556832,0.450297028757632,-0.775074943434447,0.140598469354143,-0.201119692470809,0.40467478800565,-0.92639396013692,-0.0304887155070901,-0.398861589841545,-0.228835458401591,-0.756744753103703,0.206256600562483,-0.817704837303609,-0.315125280991197,-0.534934156108648,0.303131877444685,-0.41621849546209,0.30431541102007,-0.727564259432256,0.447975670918822,0.428879143670201,0.086953314486891,0.537453839555383,-0.779605386313051,-0.635594085324556,-0.562846161890775,-0.197075804695487,0.286418583244085,-0.722824648022652,0.346305330749601,-0.0643319059163332,0.471032800618559,-0.013633499853313
10,0.0123165723816916,0.0995994714943919,0.7,5,0.100358122128683,0,1.82783260149881,"F",-0.0319276880472898,-0.125317103229463,-0.450766501482576,0.489423911087215,-0.315125280991197,-0.534934156108648,-0.24276291904971,0.489668390247971,0.519747518934309,0.192497984971851,-0.790182963944972,0.187105905730277,0.214563587214798,0.433785803150386,0.129301724024117,-0.12758885556832,0.19955619238317,-0.0367322540841997,0.447975670918822,0.428879143670201,0.471032800618559,-0.013633499853313,-0.0802034963853657,0.083030937705189,0.140598469354143,-0.201119692470809,-0.297469083600411,0.236602799881914,0.346305330749601,-0.0643319059163332,-0.0634056432172656,0.706294865347445,0.267600701994914,0.170040466230083,-0.562846161890775,-0.197075804695487,0.279160468839109,-0.306896941270679,0.0651787212118506,0.182289435062557
